Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
353a,,,,,,-114.01090023,46.67535169,1126.746,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
354a,,,,,,-114.01082769,46.67534979,1127.324,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
355a,,,,,,-114.01075516,46.67534789,1128.383,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
356a,,,,,,-114.01068262,46.675346,1129.0,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
357a,,,,,,-114.01061008,46.6753441,1129.794,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
358a,,,,,,-114.01053754,46.6753422,1130.557,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
359a,,,,,,-114.010465,46.67534031,1131.426,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
363a,,,,,,-114.01089748,46.67540162,1126.805,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
364a,,,,,,-114.01082494,46.67539972,1127.5,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
365a,,,,,,-114.0107524,46.67539782,1127.904,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
366a,,,,,,-114.01067986,46.67539593,1129.039,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
367a,,,,,,-114.01060732,46.67539403,1129.706,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
368a,,,,,,-114.01053478,46.67539213,1130.543,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
370a,,,,,,-114.0103897,46.67538834,1132.158,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
371a,,,,,,-114.0110398,46.67545534,1125.022,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
372a,,,,,,-114.01096726,46.67545344,1125.849,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
373a,,,,,,-114.01089472,46.67545155,1126.659,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
374a,,,,,,-114.01082218,46.67544965,1127.56,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
375a,,,,,,-114.01074964,46.67544775,1128.265,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
376a,,,,,,-114.0106771,46.67544586,1128.51,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
378a,,,,,,-114.01053203,46.67544206,1130.414,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
379a,,,,,,-114.01045949,46.67544017,1131.161,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
380a,,,,,,-114.01038695,46.67543827,1132.0,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
381a,,,,,,-114.01103705,46.67550527,1124.841,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
382a,,,,,,-114.01096451,46.67550337,1125.7,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
383a,,,,,,-114.01089197,46.67550148,1126.494,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
384a,,,,,,-114.01081943,46.67549958,1127.383,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
385a,,,,,,-114.01074689,46.67549768,1128.213,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
386a,,,,,,-114.01067435,46.67549579,1128.933,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
387a,,,,,,-114.01060181,46.67549389,1129.254,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
389a,,,,,,-114.01045673,46.67549009,1131.081,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
390a,,,,,,-114.01038419,46.6754882,1131.857,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
391a,,,,,,-114.01103429,46.6755552,1124.843,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
392a,,,,,,-114.01096175,46.6755533,1125.577,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
395a,,,,,,-114.01074413,46.67554761,1128.091,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
396a,,,,,,-114.01067159,46.67554571,1128.714,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
398a,,,,,,-114.01052651,46.67554192,1129.969,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
399a,,,,,,-114.01045397,46.67554002,1130.679,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
400a,,,,,,-114.01038143,46.67553813,1131.811,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
502a,,,,,,-114.00885428,46.67819826,1172.691,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
504a,,,,,,-114.00870919,46.67819447,1174.208,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
506a,,,,,,-114.00856411,46.67819067,1175.203,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
507a,,,,,,-114.00849156,46.67818877,1175.836,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
509a,,,,,,-114.00834648,46.67818497,1176.912,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
510a,,,,,,-114.00827393,46.67818308,1177.405,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
512a,,,,,,-114.00885152,46.67824819,1173.498,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
514a,,,,,,-114.00870643,46.6782444,1174.892,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
515a,,,,,,-114.00863389,46.6782425,1175.515,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
518a,,,,,,-114.00841626,46.6782368,1177.253,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
519a,,,,,,-114.00834372,46.6782349,1177.808,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
521a,,,,,,-114.00892131,46.67830002,1173.71,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
522a,,,,,,-114.00884876,46.67829812,1174.279,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
523a,,,,,,-114.00877622,46.67829622,1174.993,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
524a,,,,,,-114.00870368,46.67829432,1175.688,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
526a,,,,,,-114.00855859,46.67829053,1176.912,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
528a,,,,,,-114.0084135,46.67828673,1178.057,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
529a,,,,,,-114.00834096,46.67828483,1178.573,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
531a,,,,,,-114.00891855,46.67834995,1174.177,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
533a,,,,,,-114.00877346,46.67834615,1175.833,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
534a,,,,,,-114.00870092,46.67834425,1176.759,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
535a,,,,,,-114.00862838,46.67834236,1177.234,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
536a,,,,,,-114.00855583,46.67834046,1177.679,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
537a,,,,,,-114.00848329,46.67833856,1178.237,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
539a,,,,,,-114.0083382,46.67833476,1179.419,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
540a,,,,,,-114.00826566,46.67833286,1180.193,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
541a,,,,,,-114.00891579,46.67839988,1174.424,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
542a,,,,,,-114.00884325,46.67839798,1175.273,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
543a,,,,,,-114.0087707,46.67839608,1176.433,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
545a,,,,,,-114.00862562,46.67839228,1178.003,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
548a,,,,,,-114.00840799,46.67838659,1179.688,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
549a,,,,,,-114.00833544,46.67838469,1180.628,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
550a,,,,,,-114.0082629,46.67838279,1181.263,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
551a,,,,,,-114.00891303,46.67844981,1174.675,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
552a,,,,,,-114.00884049,46.67844791,1175.463,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
553a,,,,,,-114.00876795,46.67844601,1176.463,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
554a,,,,,,-114.0086954,46.67844411,1177.444,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
555a,,,,,,-114.00862286,46.67844221,1178.196,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
556a,,,,,,-114.00855032,46.67844032,1178.643,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
557a,,,,,,-114.00847777,46.67843842,1179.423,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
558a,,,,,,-114.00840523,46.67843652,1180.627,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
559a,,,,,,-114.00833269,46.67843462,1181.602,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
560a,,,,,,-114.00826014,46.67843272,1182.503,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
563a,,,,,,-114.00876519,46.67849594,1176.462,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
564a,,,,,,-114.00869264,46.67849404,1177.458,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
565a,,,,,,-114.0086201,46.67849214,1178.149,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
566a,,,,,,-114.00854756,46.67849025,1178.831,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
567a,,,,,,-114.00847501,46.67848835,1179.696,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
568a,,,,,,-114.00840247,46.67848645,1181.087,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
569a,,,,,,-114.00832993,46.67848455,1182.246,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
570a,,,,,,-114.00825738,46.67848265,1183.309,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
571a,,,,,,-114.00890752,46.67854967,1174.618,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
573a,,,,,,-114.00876243,46.67854587,1176.366,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
574a,,,,,,-114.00868989,46.67854397,1177.292,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
575a,,,,,,-114.00861734,46.67854207,1178.233,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
