Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Tilt angle,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Zone,Period
56,,,,,1.0,-114.00797736,46.67829472,1182.161,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:25:00.6 UTC-06:00,2024-04-25 12:25:00.6 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,823.091,,Global CS,,,,,,1.0,1
57,,,,,1.0,-114.00796978,46.67826082,1181.317,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:25:24.2 UTC-06:00,2024-04-25 12:25:24.2 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,821.127,,Global CS,,,,,,1.0,1
58,,,,,1.0,-114.00806656,46.67829949,1181.695,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:26:14.0 UTC-06:00,2024-04-25 12:26:14.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,818.07,,Global CS,,,,,,1.0,1
59,,,,,1.0,-114.00821959,46.67833075,1180.652,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:26:49.4 UTC-06:00,2024-04-25 12:26:49.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,811.115,,Global CS,,,,,,1.0,1
60,,,,,2.0,-114.00812224,46.67828043,1180.683,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:27:05.2 UTC-06:00,2024-04-25 12:27:05.2 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,813.341,,Global CS,,,,,,1.0,1
61,,,,,1.0,-114.00819941,46.6782817,1179.838,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:27:16.8 UTC-06:00,2024-04-25 12:27:16.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,808.777,,Global CS,,,,,,1.0,1
62,,,,,2.0,-114.008198,46.6782627,1179.431,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:27:26.0 UTC-06:00,2024-04-25 12:27:26.0 UTC-06:00,1.0,1.4,,,,,-114.01634707,46.67371447,1095.54,807.493,,Global CS,,,,,,1.0,1
63,,,,,2.0,-114.00822722,46.67826651,1179.226,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:27:34.8 UTC-06:00,2024-04-25 12:27:34.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,806.011,,Global CS,,,,,,1.0,1
64,,,,,3.0,-114.00823252,46.67825112,1178.809,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:27:47.0 UTC-06:00,2024-04-25 12:27:47.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,804.579,,Global CS,,,,,,1.0,1
65,,,,,2.0,-114.00817171,46.67823057,1179.007,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:28:00.4 UTC-06:00,2024-04-25 12:28:00.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,806.774,,Global CS,,,,,,1.0,1
66,,,,,1.0,-114.00812305,46.67823482,1179.643,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:28:43.4 UTC-06:00,2024-04-25 12:28:43.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,810.026,,Global CS,,,,,,1.0,1
67,,,,,1.0,-114.00811128,46.67822211,1179.404,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:28:52.4 UTC-06:00,2024-04-25 12:28:52.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,809.826,,Global CS,,,,,,1.0,1
68,,,,,1.0,-114.00809812,46.67821206,1179.254,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:29:01.8 UTC-06:00,2024-04-25 12:29:01.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,809.903,,Global CS,,,,,,1.0,1
69,,,,,3.0,-114.00808479,46.67819533,1178.852,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:29:26.4 UTC-06:00,2024-04-25 12:29:26.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,809.51,,Global CS,,,,,,1.0,1
70,,,,,1.0,-114.00804221,46.67819144,1178.961,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:29:57.8 UTC-06:00,2024-04-25 12:29:57.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,811.804,,Global CS,,,,,,1.0,1
71,,,,,2.0,-114.008045,46.67817387,1178.445,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:30:08.4 UTC-06:00,2024-04-25 12:30:08.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,810.386,,Global CS,,,,,,1.0,1
72,,,,,1.0,-114.00801158,46.67818713,1178.993,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:30:22.4 UTC-06:00,2024-04-25 12:30:22.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,813.351,,Global CS,,,,,,1.0,1
73,,,,,2.0,-114.00796885,46.67818538,1179.15,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:30:34.2 UTC-06:00,2024-04-25 12:30:34.2 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,815.816,,Global CS,,,,,,1.0,1
74,,,,,3.0,-114.00796032,46.67817454,1178.838,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:30:42.6 UTC-06:00,2024-04-25 12:30:42.6 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,815.563,,Global CS,,,,,,1.0,1
75,,,,,3.0,-114.00798657,46.67814708,1177.963,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:30:53.4 UTC-06:00,2024-04-25 12:30:53.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,812.035,,Global CS,,,,,,1.0,1
76,,,,,1.0,-114.0080447,46.67815183,1177.882,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:31:05.8 UTC-06:00,2024-04-25 12:31:05.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,808.848,,Global CS,,,,,,1.0,1
77,,,,,1.0,-114.00808452,46.67814958,1177.658,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:31:19.2 UTC-06:00,2024-04-25 12:31:19.2 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,806.28,,Global CS,,,,,,1.0,1
78,,,,,1.0,-114.0081787,46.6781601,1177.453,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:31:32.0 UTC-06:00,2024-04-25 12:31:32.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,801.339,,Global CS,,,,,,1.0,1
79,,,,,2.0,-114.00812327,46.67812151,1176.828,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:31:46.2 UTC-06:00,2024-04-25 12:31:46.2 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,801.959,,Global CS,,,,,,1.0,1
80,,,,,1.0,-114.00811393,46.67811902,1176.833,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:32:21.6 UTC-06:00,2024-04-25 12:32:21.6 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,802.352,,Global CS,,,,,,1.0,1
81,,,,,2.0,-114.00807631,46.67812885,1177.135,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:32:33.0 UTC-06:00,2024-04-25 12:32:33.0 UTC-06:00,1.0,1.4,,,,,-114.01634707,46.67371447,1095.54,805.312,,Global CS,,,,,,1.0,1
82,,,,,3.0,-114.00806009,46.6781205,1176.986,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:32:45.0 UTC-06:00,2024-04-25 12:32:45.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,805.707,,Global CS,,,,,,1.0,1
83,,,,,2.0,-114.00796857,46.67818409,1179.119,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:33:39.8 UTC-06:00,2024-04-25 12:33:39.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,815.742,,Global CS,,,,,,1.0,1
84,,,,,1.0,-114.00809201,46.67810876,1176.655,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:36:40.2 UTC-06:00,2024-04-25 12:36:40.2 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,802.956,,Global CS,,,,,,1.0,1
85,,,,,1.0,-114.00808579,46.67809695,1176.47,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:36:49.8 UTC-06:00,2024-04-25 12:36:49.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,802.514,,Global CS,,,,,,1.0,1
86,,,,,1.0,-114.00808343,46.67806909,1175.887,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:37:04.6 UTC-06:00,2024-04-25 12:37:04.6 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,800.72,,Global CS,,,,,,1.0,1
87,,,,,1.0,-114.00803147,46.67807871,1176.192,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:37:20.4 UTC-06:00,2024-04-25 12:37:20.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,804.54,,Global CS,,,,,,1.0,1
89,,,,,1.0,-114.00800047,46.67805444,1175.729,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:37:42.6 UTC-06:00,2024-04-25 12:37:42.6 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,804.75,,Global CS,,,,,,1.0,1
90,,,,,1.0,-114.00804356,46.67805738,1175.729,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:37:56.8 UTC-06:00,2024-04-25 12:37:56.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,802.331,,Global CS,,,,,,1.0,1
91,,,,,1.0,-114.00796785,46.67809104,1176.56,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:38:19.4 UTC-06:00,2024-04-25 12:38:19.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,809.258,,Global CS,,,,,,1.0,1
92,,,,,3.0,-114.00785313,46.67805426,1175.96,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:38:37.0 UTC-06:00,2024-04-25 12:38:37.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,813.74,,Global CS,,,,,,1.0,1
93,,,,,3.0,-114.00806657,46.67803687,1175.174,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:38:57.4 UTC-06:00,2024-04-25 12:38:57.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,799.508,,Global CS,,,,,,1.0,1
94,,,,,3.0,-114.00822516,46.67804593,1174.843,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:39:23.6 UTC-06:00,2024-04-25 12:39:23.6 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,790.502,,Global CS,,,,,,1.0,1
95,,,,,3.0,-114.00822063,46.67801352,1174.048,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:39:37.0 UTC-06:00,2024-04-25 12:39:37.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,788.504,,Global CS,,,,,,1.0,1
96,,,,,1.0,-114.00818142,46.67799519,1173.74,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:39:49.6 UTC-06:00,2024-04-25 12:39:49.6 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,789.611,,Global CS,,,,,,1.0,1
97,,,,,3.0,-114.0079821,46.67793952,1172.536,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:40:12.8 UTC-06:00,2024-04-25 12:40:12.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,797.958,,Global CS,,,,,,1.0,1
98,,,,,2.0,-114.00812579,46.67794084,1172.294,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:40:28.8 UTC-06:00,2024-04-25 12:40:28.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,789.227,,Global CS,,,,,,1.0,1
99,,,,,1.0,-114.008166,46.67793628,1171.986,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:40:39.0 UTC-06:00,2024-04-25 12:40:39.0 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,786.443,,Global CS,,,,,,1.0,1
100,,,,,3.0,-114.00824787,46.67795287,1172.037,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:40:51.6 UTC-06:00,2024-04-25 12:40:51.6 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,782.578,,Global CS,,,,,,1.0,1
101,,,,,3.0,-114.00824403,46.67794421,1171.793,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:41:00.4 UTC-06:00,2024-04-25 12:41:00.4 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,782.207,,Global CS,,,,,,1.0,1
102,,,,,2.0,-114.00827531,46.67787172,1169.572,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:41:15.4 UTC-06:00,2024-04-25 12:41:15.4 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,775.259,,Global CS,,,,,,1.0,1
103,,,,,1.0,-114.00816529,46.67788646,1170.529,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:41:29.8 UTC-06:00,2024-04-25 12:41:29.8 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,783.048,,Global CS,,,,,,1.0,1
104,,,,,3.0,-114.00794492,46.67791202,1171.638,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:41:50.4 UTC-06:00,2024-04-25 12:41:50.4 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,798.363,,Global CS,,,,,,1.0,1
105,,,,,3.0,-114.00804053,46.67785612,1169.908,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:42:03.2 UTC-06:00,2024-04-25 12:42:03.2 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,788.668,,Global CS,,,,,,1.0,1
106,,,,,1.0,-114.00801688,46.67780734,1168.385,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:42:34.0 UTC-06:00,2024-04-25 12:42:34.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,786.832,,Global CS,,,,,,1.0,1
107,,,,,1.0,-114.00807538,46.67778253,1167.568,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:42:45.8 UTC-06:00,2024-04-25 12:42:45.8 UTC-06:00,1.0,1.5,,,,,-114.01634707,46.67371447,1095.54,781.532,,Global CS,,,,,,1.0,1
108,,,,,1.0,-114.0080168,46.67775034,1166.614,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:45:25.8 UTC-06:00,2024-04-25 12:45:25.8 UTC-06:00,1.0,1.5,,,,,-114.01634707,46.67371447,1095.54,783.022,,Global CS,,,,,,1.0,1
109,,,,,1.0,-114.00804784,46.67775204,1166.603,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:45:40.8 UTC-06:00,2024-04-25 12:45:40.8 UTC-06:00,1.0,1.5,,,,,-114.01634707,46.67371447,1095.54,781.197,,Global CS,,,,,,1.0,1
110,,,,,1.0,-114.00823458,46.67776055,1166.373,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:45:59.6 UTC-06:00,2024-04-25 12:45:59.6 UTC-06:00,1.0,1.5,,,,,-114.01634707,46.67371447,1095.54,770.153,,Global CS,,,,,,1.0,1
111,,,,,1.0,-114.00823894,46.67770975,1164.619,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:46:15.6 UTC-06:00,2024-04-25 12:46:15.6 UTC-06:00,1.0,1.5,,,,,-114.01634707,46.67371447,1095.54,766.433,,Global CS,,,,,,1.0,1
112,,,,,3.0,-114.00816825,46.67773351,1165.727,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:46:30.0 UTC-06:00,2024-04-25 12:46:30.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,772.448,,Global CS,,,,,,1.0,1
113,,,,,3.0,-114.00802507,46.67773576,1166.086,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:46:47.0 UTC-06:00,2024-04-25 12:46:47.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,781.529,,Global CS,,,,,,1.0,1
114,,,,,3.0,-114.00819864,46.67767641,1163.643,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:47:08.4 UTC-06:00,2024-04-25 12:47:08.4 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,766.707,,Global CS,,,,,,1.0,1
115,,,,,1.0,-114.00821266,46.67766746,1163.321,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:47:20.8 UTC-06:00,2024-04-25 12:47:20.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,765.233,,Global CS,,,,,,1.0,1
116,,,,,1.0,-114.00822019,46.67764633,1162.583,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:47:31.0 UTC-06:00,2024-04-25 12:47:31.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,763.349,,Global CS,,,,,,1.0,1
117,,,,,1.0,-114.00815844,46.67765134,1163.006,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:47:44.8 UTC-06:00,2024-04-25 12:47:44.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,767.56,,Global CS,,,,,,1.0,1
118,,,,,3.0,-114.00831851,46.67762382,1161.337,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:48:03.0 UTC-06:00,2024-04-25 12:48:03.0 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,755.677,,Global CS,,,,,,1.0,1
119,,,,,1.0,-114.00811366,46.67759723,1161.64,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:48:28.8 UTC-06:00,2024-04-25 12:48:28.8 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,766.836,,Global CS,,,,,,1.0,1
120,,,,,1.0,-114.00810286,46.6775902,1161.472,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:48:39.2 UTC-06:00,2024-04-25 12:48:39.2 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,767.06,,Global CS,,,,,,1.0,1
121,,,,,1.0,-114.00804244,46.67762123,1162.619,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 12:48:58.2 UTC-06:00,2024-04-25 12:48:58.2 UTC-06:00,1.0,1.3,,,,,-114.01634707,46.67371447,1095.54,772.904,,Global CS,,,,,,1.0,1
122,,,,,1.0,-114.01128692,46.67765998,1129.243,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:35:19.6 UTC-06:00,2024-04-25 13:35:19.6 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,586.243,,Global CS,,,,,,2.0,1
123,,,,,2.0,-114.01119403,46.67763402,1129.539,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:35:31.2 UTC-06:00,2024-04-25 13:35:31.2 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,588.841,,Global CS,,,,,,2.0,1
124,,,,,2.0,-114.01119981,46.67764194,1129.595,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:35:37.0 UTC-06:00,2024-04-25 13:35:37.0 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,589.201,,Global CS,,,,,,2.0,1
125,,,,,1.0,-114.01118682,46.67765755,1129.946,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:36:31.8 UTC-06:00,2024-04-25 13:36:31.8 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,591.174,,Global CS,,,,,,2.0,1
126,,,,,2.0,-114.01119713,46.67766244,1129.951,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:36:42.8 UTC-06:00,2024-04-25 13:36:42.8 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,591.051,,Global CS,,,,,,2.0,1
127,,,,,1.0,-114.01116742,46.67768692,1130.658,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:37:09.6 UTC-06:00,2024-04-25 13:37:09.6 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,594.632,,Global CS,,,,,,2.0,1
128,,,,,1.0,-114.01116978,46.67773498,1131.403,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:37:22.4 UTC-06:00,2024-04-25 13:37:22.4 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,598.539,,Global CS,,,,,,2.0,1
129,,,,,2.0,-114.01118176,46.67778012,1131.956,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:37:38.8 UTC-06:00,2024-04-25 13:37:38.8 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,601.729,,Global CS,,,,,,2.0,1
130,,,,,1.0,-114.01120696,46.67779662,1131.999,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:37:48.8 UTC-06:00,2024-04-25 13:37:48.8 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,601.848,,Global CS,,,,,,2.0,1
131,,,,,1.0,-114.01125393,46.67778698,1131.522,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:37:57.2 UTC-06:00,2024-04-25 13:37:57.2 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,598.664,,Global CS,,,,,,2.0,1
132,,,,,1.0,-114.01132063,46.67777332,1130.748,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:38:26.4 UTC-06:00,2024-04-25 13:38:26.4 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,594.149,,Global CS,,,,,,2.0,1
133,,,,,1.0,-114.0113734,46.67775417,1130.079,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:38:37.6 UTC-06:00,2024-04-25 13:38:37.6 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,589.878,,Global CS,,,,,,2.0,1
134,,,,,1.0,-114.01133033,46.67784106,1131.603,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:38:56.4 UTC-06:00,2024-04-25 13:38:56.4 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,599.469,,Global CS,,,,,,2.0,1
135,,,,,1.0,-114.01131631,46.67783729,1131.682,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:39:10.4 UTC-06:00,2024-04-25 13:39:10.4 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,599.84,,Global CS,,,,,,2.0,1
136,,,,,2.0,-114.01130742,46.67785721,1131.974,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:39:23.0 UTC-06:00,2024-04-25 13:39:23.0 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,601.99,,Global CS,,,,,,2.0,1
137,,,,,1.0,-114.01136695,46.67786615,1131.496,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:39:36.2 UTC-06:00,2024-04-25 13:39:36.2 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,599.815,,Global CS,,,,,,2.0,1
138,,,,,2.0,-114.01132981,46.67787669,1131.959,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:39:46.2 UTC-06:00,2024-04-25 13:39:46.2 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,602.553,,Global CS,,,,,,2.0,1
139,,,,,2.0,-114.01130494,46.67788088,1132.303,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:39:55.8 UTC-06:00,2024-04-25 13:39:55.8 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,604.147,,Global CS,,,,,,2.0,1
140,,,,,1.0,-114.011275,46.67786629,1132.41,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:40:05.0 UTC-06:00,2024-04-25 13:40:05.0 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,604.381,,Global CS,,,,,,2.0,1
141,,,,,2.0,-114.01125025,46.67783432,1132.228,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:40:15.8 UTC-06:00,2024-04-25 13:40:15.8 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,602.882,,Global CS,,,,,,2.0,1
142,,,,,3.0,-114.01117291,46.67791301,1134.037,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:40:34.6 UTC-06:00,2024-04-25 13:40:34.6 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,613.477,,Global CS,,,,,,2.0,1
143,,,,,2.0,-114.01119641,46.67792956,1134.063,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:40:52.6 UTC-06:00,2024-04-25 13:40:52.6 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,613.724,,Global CS,,,,,,2.0,1
144,,,,,1.0,-114.01124781,46.67790738,1133.203,Global,,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-04-25 13:41:06.2 UTC-06:00,2024-04-25 13:41:06.2 UTC-06:00,1.0,1.2,,,,,-114.01634707,46.67371447,1095.54,609.259,,Global CS,,,,,,2.0,1
